Rk,Year,Tm,Lg,W,L,Finish,Playoffs,Stadium,Attendance,Attend/G,Rank,Est. Payroll,PPF,BPF
45,1970,Philadelphia Phillies,NL East,73,88,5,,Connie Mack Stadium,708247,8853,11th of 12,,99,97
46,1969,Philadelphia Phillies,NL East,63,99,5,,Connie Mack Stadium,519414,6413,11th of 12,,99,98
47,1968,Philadelphia Phillies,NL,76,86,7,,Connie Mack Stadium,664546,8204,10th of 10,,101,100
48,1967,Philadelphia Phillies,NL,82,80,5,,Connie Mack Stadium,828888,10361,10th of 10,,101,101
49,1966,Philadelphia Phillies,NL,87,75,4,,Connie Mack Stadium,1108201,13681,8th of 10,,100,100
50,1965,Philadelphia Phillies,NL,85,76,6,,Connie Mack Stadium,1166376,14580,6th of 10,,97,98
51,1964,Philadelphia Phillies,NL,92,70,2,,Connie Mack Stadium,1425891,17604,4th of 10,,98,99
52,1963,Philadelphia Phillies,NL,87,75,4,,Connie Mack Stadium,907141,11199,6th of 10,,98,99
53,1962,Philadelphia Phillies,NL,81,80,7,,Connie Mack Stadium,762034,9525,9th of 10,,98,97
54,1961,Philadelphia Phillies,NL,47,107,8,,Connie Mack Stadium,590039,7565,8th of 8,,100,97
55,1960,Philadelphia Phillies,NL,59,95,8,,Connie Mack Stadium,862205,11197,6th of 8,,103,99
56,1959,Philadelphia Phillies,NL,64,90,8,,Connie Mack Stadium,802815,10293,8th of 8,,103,101
57,1958,Philadelphia Phillies,NL,69,85,8,,Connie Mack Stadium,931110,12092,7th of 8,,101,99
58,1957,Philadelphia Phillies,NL,77,77,5,,Connie Mack Stadium,1146230,14695,3rd of 8,,98,97
59,1956,Philadelphia Phillies,NL,71,83,5,,Connie Mack Stadium,934798,12140,5th of 8,,98,98
60,1955,Philadelphia Phillies,NL,77,77,4,,Connie Mack Stadium,922886,11986,3rd of 8,,98,98
61,1954,Philadelphia Phillies,NL,75,79,4,,Connie Mack Stadium,738991,9474,6th of 8,,99,100
62,1953,Philadelphia Phillies,NL,83,71,3,,Connie Mack Stadium,853644,10944,4th of 8,,98,100
63,1952,Philadelphia Phillies,NL,87,67,4,,Shibe Park,755417,9940,5th of 8,,98,99
64,1951,Philadelphia Phillies,NL,73,81,5,,Shibe Park,937658,12177,5th of 8,,97,98
65,1950,Philadelphia Phillies,NL,91,63,1,Lost WS (4-0),Shibe Park,1217035,15603,1st of 8,,97,98
66,1949,Philadelphia Phillies,NL,81,73,3,,Shibe Park,819698,10645,7th of 8,,97,97
67,1948,Philadelphia Phillies,NL,66,88,6,,Shibe Park,767429,10098,8th of 8,,99,97
68,1947,Philadelphia Phillies,NL,62,92,7,,Shibe Park,907332,11784,7th of 8,,98,95
69,1946,Philadelphia Phillies,NL,69,85,5,,Shibe Park,1045247,13401,5th of 8,,100,96
70,1945,Philadelphia Phillies,NL,46,108,8,,Shibe Park,285057,3702,8th of 8,,100,96
71,1944,Philadelphia Phillies,NL,61,92,8,,Shibe Park,369586,4678,7th of 8,,99,96
72,1943,Philadelphia Phillies,NL,64,90,7,,Shibe Park,466975,5987,6th of 8,,99,95
73,1942,Philadelphia Phillies,NL,42,109,8,,Shibe Park,230183,3111,8th of 8,,99,94
74,1941,Philadelphia Phillies,NL,43,111,8,,Shibe Park,231401,3045,8th of 8,,101,95
75,1940,Philadelphia Phillies,NL,50,103,8,,Shibe Park,207177,2622,8th of 8,,101,95
76,1939,Philadelphia Phillies,NL,45,106,8,,Shibe Park,277973,3756,8th of 8,,100,94
77,1938,Philadelphia Phillies,NL,45,105,8,,Shibe Park &  Baker Bowl,166111,2215,8th of 8,,105,100
78,1937,Philadelphia Phillies,NL,61,92,7,,Baker Bowl,212790,2876,8th of 8,,111,108
79,1936,Philadelphia Phillies,NL,54,100,8,,Baker Bowl,249219,3195,8th of 8,,113,110
80,1935,Philadelphia Phillies,NL,64,89,7,,Baker Bowl,205470,2601,8th of 8,,113,110
81,1934,Philadelphia Phillies,NL,56,93,7,,Baker Bowl,169885,2393,8th of 8,,116,113
82,1933,Philadelphia Phillies,NL,60,92,7,,Baker Bowl,156421,2173,8th of 8,,114,112
83,1932,Philadelphia Phillies,NL,78,76,4,,Baker Bowl,268914,3492,8th of 8,,114,112
84,1931,Philadelphia Phillies,NL,66,88,6,,Baker Bowl,284849,3748,6th of 8,,110,108
85,1930,Philadelphia Phillies,NL,52,102,8,,Baker Bowl,299007,3883,8th of 8,,110,107
86,1929,Philadelphia Phillies,NL,71,82,5,,Baker Bowl,281200,3700,8th of 8,,110,106
87,1928,Philadelphia Phillies,NL,43,109,8,,Baker Bowl,182168,2429,8th of 8,,109,106
88,1927,Philadelphia Phillies,NL,51,103,8,,Baker Bowl &  Shibe Park,305420,3916,7th of 8,,100,96
89,1926,Philadelphia Phillies,NL,58,93,8,,Baker Bowl,240600,3166,8th of 8,,111,108
90,1925,Philadelphia Phillies,NL,68,85,6,,Baker Bowl,304905,3960,8th of 8,,112,108
91,1924,Philadelphia Phillies,NL,55,96,7,,Baker Bowl,299818,3945,6th of 8,,115,112
92,1923,Philadelphia Phillies,NL,50,104,8,,Baker Bowl,228168,3042,7th of 8,,115,111
93,1922,Philadelphia Phillies,NL,57,96,7,,Baker Bowl,232471,3019,7th of 8,,113,108
94,1921,Philadelphia Phillies,NL,51,103,8,,Baker Bowl,273961,3605,8th of 8,,111,107
95,1920,Philadelphia Phillies,NL,62,91,8,,Baker Bowl,330998,4299,6th of 8,,108,103
96,1919,Philadelphia Phillies,NL,47,90,8,,Baker Bowl,240424,3386,6th of 8,,110,107
97,1918,Philadelphia Phillies,NL,55,68,6,,Baker Bowl,122266,2145,5th of 8,,108,107
98,1917,Philadelphia Phillies,NL,87,65,2,,Baker Bowl,354428,4664,2nd of 8,,104,104
99,1916,Philadelphia Phillies,NL,91,62,2,,Baker Bowl,515365,6524,2nd of 8,,102,104
100,1915,Philadelphia Phillies,NL,90,62,1,Lost WS (4-1),Baker Bowl,449898,5920,1st of 8,,100,102
101,1914,Philadelphia Phillies,NL,74,80,6,,Baker Bowl,138474,1775,5th of 8,,105,106
102,1913,Philadelphia Phillies,NL,88,63,2,,Baker Bowl,470000,6026,2nd of 8,,103,104
103,1912,Philadelphia Phillies,NL,73,79,5,,Baker Bowl,250000,3333,5th of 8,,106,106
104,1911,Philadelphia Phillies,NL,79,73,4,,Baker Bowl,416000,5474,5th of 8,,101,100
105,1910,Philadelphia Phillies,NL,78,75,4,,Baker Bowl,296597,3803,6th of 8,,102,103
106,1909,Philadelphia Phillies,NL,74,79,5,,Baker Bowl,303177,3937,6th of 8,,100,100
107,1908,Philadelphia Phillies,NL,83,71,4,,Baker Bowl,420660,5393,3rd of 8,,102,103
108,1907,Philadelphia Phillies,NL,83,64,3,,Baker Bowl,341216,4550,3rd of 8,,98,98
109,1906,Philadelphia Phillies,NL,71,82,4,,Baker Bowl,294680,3827,5th of 8,,99,100
110,1905,Philadelphia Phillies,NL,83,69,4,,Baker Bowl,317932,4183,4th of 8,,97,96
111,1904,Philadelphia Phillies,NL,52,100,8,,Baker Bowl,140771,1928,7th of 8,,99,98
112,1903,Philadelphia Phillies,NL,49,86,7,,Baker Bowl &  Columbia Park,151729,2487,7th of 8,,95,93
113,1902,Philadelphia Phillies,NL,56,81,7,,Baker Bowl,112066,1624,8th of 8,,104,103
114,1901,Philadelphia Phillies,NL,83,57,2,,Baker Bowl,234937,3405,4th of 8,,102,102
115,1900,Philadelphia Phillies,NL,75,63,3,,Baker Bowl,301913,4313,1st of 8,,97,98
116,1899,Philadelphia Phillies,NL,94,58,3,,Baker Bowl,388933,4686,1st of 12,,95,97
117,1898,Philadelphia Phillies,NL,78,71,6,,Baker Bowl,265414,3277,3rd of 12,,95,96
118,1897,Philadelphia Phillies,NL,55,77,10,,Baker Bowl,290027,4329,5th of 12,,97,97
119,1896,Philadelphia Phillies,NL,62,68,8,,Baker Bowl,357025,5174,2nd of 12,,99,99
120,1895,Philadelphia Phillies,NL,78,53,3,,Baker Bowl,474971,6506,1st of 12,,100,100
121,1894,Philadelphia Phillies,NL,71,57,4,,Philadelphia Baseball Grounds Huntingdon Grounds II &  University of Penn. Athletic Field,352773,4969,2nd of 12,,94,95
122,1893,Philadelphia Phillies,NL,72,57,4,,Philadelphia Baseball Grounds,293019,4440,1st of 12,,100,102
123,1892,Philadelphia Phillies,NL,87,66,4,,Philadelphia Baseball Grounds &  Exposition Park III,193731,2392,2nd of 12,,99,100
124,1891,Philadelphia Phillies,NL,68,69,4,,Philadelphia Baseball Grounds,217282,3149,1st of 8,,100,100
125,1890,Philadelphia Phillies,NL,78,53,3,,Philadelphia Baseball Grounds,148366,1952,1st,,103,103
126,1889,Philadelphia Quakers,NL,63,64,4,,Philadelphia Baseball Grounds,,,,,106,107
127,1888,Philadelphia Quakers,NL,69,61,3,,Philadelphia Baseball Grounds,,,,,104,105
128,1887,Philadelphia Quakers,NL,75,48,2,,Philadelphia Baseball Grounds,,,,,104,106
129,1886,Philadelphia Quakers,NL,71,43,4,,Recreation Park,,,,,97,98
130,1885,Philadelphia Quakers,NL,56,54,3,,Recreation Park,,,,,99,97
131,1884,Philadelphia Quakers,NL,39,73,6,,Recreation Park,,,,,98,94
132,1883,Philadelphia Quakers,NL,17,81,8,,Recreation Park,,,,,98,91

1,2014,Washington Nationals,NL East,96,66,1,,Nationals Park,2579389,31844,7th of 15,$129145000,102,104
2,2013,Washington Nationals,NL East,86,76,2,,Nationals Park,2652422,32746,6th of 15,$112493250,101,103
3,2012,Washington Nationals,NL East,98,64,1,Lost LDS (3-2),Nationals Park,2370794,29269,9th of 16,$92386000,101,101
4,2011,Washington Nationals,NL East,80,81,3,,Nationals Park,1940478,24256,14th of 16,$68492928,100,100
5,2010,Washington Nationals,NL East,69,93,5,,Nationals Park,1828066,22569,14th of 16,$67701000,100,99
6,2009,Washington Nationals,NL East,59,103,5,,Nationals Park,1817226,22435,13th of 16,$64384000,101,99
7,2008,Washington Nationals,NL East,59,102,5,,Nationals Park,2320400,29005,13th of 16,$54961000,100,98
8,2007,Washington Nationals,NL East,73,89,4,,Robert F. Kennedy Stadium,1943812,23998,14th of 16,$36947500,95,94
9,2006,Washington Nationals,NL East,71,91,5,,Robert F. Kennedy Stadium,2153056,26581,11th of 16,$63143000,95,94
10,2005,Washington Nationals,NL East,81,81,5,,Robert F. Kennedy Stadium,2731993,33728,8th of 16,$48581500,96,95
11,2004,Montreal Expos,NL East,67,95,5,,Stade Olympique &  Estadio Hiram Bithorn,749550,9369,16th of 16,$41197500,105,104
12,2003,Montreal Expos,NL East,83,79,4,,Stade Olympique &  Estadio Hiram Bithorn,1025639,12662,16th of 16,$51948500,105,105
13,2002,Montreal Expos,NL East,83,79,2,,Stade Olympique,812045,10025,16th of 16,$38670500,103,103
14,2001,Montreal Expos,NL East,68,94,5,,Stade Olympique,642745,7935,16th of 16,$35159500,102,101
15,2000,Montreal Expos,NL East,67,95,4,,Stade Olympique,926272,11435,16th of 16,$32994333,104,103
16,1999,Montreal Expos,NL East,68,94,4,,Stade Olympique,773277,9547,16th of 16,$17903000,98,97
17,1998,Montreal Expos,NL East,65,97,4,,Stade Olympique,914909,11295,16th of 16,$10641500,99,98
18,1997,Montreal Expos,NL East,78,84,4,,Stade Olympique,1497609,18489,13th of 14,$19295500,99,99
19,1996,Montreal Expos,NL East,88,74,2,,Stade Olympique,1616709,19959,11th of 14,$16264500,102,102
20,1995,Montreal Expos,NL East,66,78,5,,Stade Olympique,1309618,18189,10th of 14,$12473000,103,103
21,1994,Montreal Expos,NL East,74,40,1,,Stade Olympique,1276250,24543,11th of 14,$19098000,100,101
22,1993,Montreal Expos,NL East,94,68,2,,Stade Olympique,1641437,20265,13th of 14,$18899333,103,104
23,1992,Montreal Expos,NL East,87,75,2,,Stade Olympique,1669127,20607,10th of 12,$15822334,99,100
24,1991,Montreal Expos,NL East,71,90,6,,Stade Olympique,934742,13746,12th of 12,$10732333,99,99
25,1990,Montreal Expos,NL East,85,77,3,,Stade Olympique,1373087,16952,10th of 12,$17334888,96,96
26,1989,Montreal Expos,NL East,81,81,4,,Stade Olympique,1783533,22019,10th of 12,$13807389,101,101
27,1988,Montreal Expos,NL East,81,81,3,,Stade Olympique,1478659,18255,11th of 12,$10046833,104,104
28,1987,Montreal Expos,NL East,91,71,3,,Stade Olympique,1850324,22844,9th of 12,$8877052,103,103
29,1986,Montreal Expos,NL East,78,83,4,,Stade Olympique,1128981,14112,11th of 12,$11103600,100,100
30,1985,Montreal Expos,NL East,84,77,3,,Stade Olympique,1502494,18549,8th of 12,$9470166,95,95
31,1984,Montreal Expos,NL East,78,83,5,,Stade Olympique,1606531,19834,8th of 12,,96,96
32,1983,Montreal Expos,NL East,82,80,3,,Stade Olympique,2320651,28650,3rd of 12,,98,99
33,1982,Montreal Expos,NL East,86,76,3,,Stade Olympique,2318292,28621,3rd of 12,,101,102
34,1981,Montreal Expos,NL East,60,48,2,Lost NLCS (3-2),Stade Olympique,1534564,27403,3rd of 12,,100,101
35,1980,Montreal Expos,NL East,90,72,2,,Stade Olympique,2208175,27602,4th of 12,,99,100
36,1979,Montreal Expos,NL East,95,65,2,,Stade Olympique,2102173,25953,4th of 12,,98,99
37,1978,Montreal Expos,NL East,76,86,4,,Stade Olympique,1427007,17838,7th of 12,,98,98
38,1977,Montreal Expos,NL East,75,87,5,,Stade Olympique,1433757,17701,6th of 12,,97,96
39,1976,Montreal Expos,NL East,55,107,6,,Parc Jarry,646704,8084,11th of 12,,106,105
40,1975,Montreal Expos,NL East,75,87,5,,Parc Jarry,908292,11213,9th of 12,,106,104
41,1974,Montreal Expos,NL East,79,82,4,,Parc Jarry,1019134,12739,9th of 12,,106,105
42,1973,Montreal Expos,NL East,79,83,4,,Parc Jarry,1246863,15393,9th of 12,,103,103
43,1972,Montreal Expos,NL East,70,86,5,,Parc Jarry,1142145,14643,9th of 12,,102,101
44,1971,Montreal Expos,NL East,71,90,5,,Parc Jarry,1290963,16137,8th of 12,,101,99
45,1970,Montreal Expos,NL East,73,89,6,,Parc Jarry,1424683,17809,6th of 12,,101,99
46,1969,Montreal Expos,NL East,52,110,6,,Parc Jarry,1212608,14970,7th of 12,,102,100

1,2014,Chicago Cubs,NL Central,73,89,5,,Wrigley Field,2652113,32742,6th of 15,$64955000,104,103
2,2013,Chicago Cubs,NL Central,66,96,5,,Wrigley Field,2642682,32626,7th of 15,$61647500,103,102
3,2012,Chicago Cubs,NL Central,61,101,5,,Wrigley Field,2882756,35590,5th of 16,$80422700,103,101
4,2011,Chicago Cubs,NL Central,71,91,5,,Wrigley Field,3017966,37259,5th of 16,$136547329,102,101
5,2010,Chicago Cubs,NL Central,75,87,5,,Wrigley Field,3062973,37814,4th of 16,$146609002,105,104
6,2009,Chicago Cubs,NL Central,83,78,2,,Wrigley Field,3168859,39611,4th of 16,$139652000,106,107
7,2008,Chicago Cubs,NL Central,97,64,1,Lost LDS (3-0),Wrigley Field,3300200,40743,5th of 16,$120345833,106,107
8,2007,Chicago Cubs,NL Central,85,77,1,Lost LDS (3-0),Wrigley Field,3252462,40154,4th of 16,$101670332,104,105
9,2006,Chicago Cubs,NL Central,66,96,6,,Wrigley Field,3123215,38558,5th of 16,$94424499,103,103
10,2005,Chicago Cubs,NL Central,79,83,4,,Wrigley Field,3099992,38272,4th of 16,$87032933,104,104
11,2004,Chicago Cubs,NL Central,89,73,3,,Wrigley Field,3170154,38660,4th of 16,$90560000,102,102
12,2003,Chicago Cubs,NL Central,88,74,1,Lost NLCS (4-3),Wrigley Field,2962630,36576,3rd of 16,$79868333,101,101
13,2002,Chicago Cubs,NL Central,67,95,5,,Wrigley Field,2693096,33248,7th of 16,$75690833,98,98
14,2001,Chicago Cubs,NL Central,88,74,3,,Wrigley Field,2779465,34314,8th of 16,$64715833,95,95
15,2000,Chicago Cubs,NL Central,65,97,6,,Wrigley Field &  Tokyo Dome,2789511,34438,9th of 16,$60539333,98,97
16,1999,Chicago Cubs,NL Central,67,95,6,,Wrigley Field,2813854,34739,6th of 16,$62343000,98,97
17,1998,Chicago Cubs,NL Central,90,73,2,Lost LDS (3-0),Wrigley Field,2623194,31990,6th of 16,$50838000,103,103
18,1997,Chicago Cubs,NL Central,68,94,5,,Wrigley Field,2190308,27041,6th of 14,$42155333,102,102
19,1996,Chicago Cubs,NL Central,76,86,4,,Wrigley Field,2219110,27396,5th of 14,$33081000,102,102
20,1995,Chicago Cubs,NL Central,73,71,3,,Wrigley Field,1918265,26643,5th of 14,$29505834,97,97
21,1994,Chicago Cubs,NL Central,49,64,5,,Wrigley Field,1845208,31275,7th of 14,$36287333,99,99
22,1993,Chicago Cubs,NL East,84,78,4,,Wrigley Field,2653763,32363,7th of 14,$39386666,97,97
23,1992,Chicago Cubs,NL East,78,84,4,,Wrigley Field,2126720,26256,5th of 12,$29829686,103,103
24,1991,Chicago Cubs,NL East,77,83,4,,Wrigley Field,2314250,27883,4th of 12,$23380667,105,104
25,1990,Chicago Cubs,NL East,77,85,4,,Wrigley Field,2243791,27701,5th of 12,$14599000,108,108
26,1989,Chicago Cubs,NL East,93,69,1,Lost NLCS (4-1),Wrigley Field,2491942,30765,4th of 12,$11918000,108,108
27,1988,Chicago Cubs,NL East,77,85,4,,Wrigley Field,2089034,25476,5th of 12,$13956698,105,105
28,1987,Chicago Cubs,NL East,76,85,6,,Wrigley Field,2035130,25439,6th of 12,$15473026,104,103
29,1986,Chicago Cubs,NL East,70,90,5,,Wrigley Field,1859102,23239,5th of 12,$17208165,108,107
30,1985,Chicago Cubs,NL East,77,84,4,,Wrigley Field,2161534,26686,5th of 12,$12702917,110,110
31,1984,Chicago Cubs,NL East,96,65,1,Lost NLCS (3-2),Wrigley Field,2107655,26346,2nd of 12,,108,108
32,1983,Chicago Cubs,NL East,71,91,5,,Wrigley Field,1479717,18268,7th of 12,,104,104
33,1982,Chicago Cubs,NL East,73,89,5,,Wrigley Field,1249278,15423,10th of 12,,103,102
34,1981,Chicago Cubs,NL East,38,65,6,,Wrigley Field,565637,9752,9th of 12,,106,104
35,1980,Chicago Cubs,NL East,64,98,6,,Wrigley Field,1206776,14898,8th of 12,,109,107
36,1979,Chicago Cubs,NL East,80,82,5,,Wrigley Field,1648587,20353,6th of 12,,111,110
37,1978,Chicago Cubs,NL East,79,83,3,,Wrigley Field,1525311,18601,6th of 12,,112,111
38,1977,Chicago Cubs,NL East,81,81,4,,Wrigley Field,1439834,17776,5th of 12,,112,111
39,1976,Chicago Cubs,NL East,75,87,4,,Wrigley Field,1026217,12669,7th of 12,,109,108
40,1975,Chicago Cubs,NL East,75,87,5,,Wrigley Field,1034819,12776,8th of 12,,105,104
41,1974,Chicago Cubs,NL East,66,96,6,,Wrigley Field,1015378,12536,10th of 12,,105,103
42,1973,Chicago Cubs,NL East,77,84,5,,Wrigley Field,1351705,16896,7th of 12,,107,107
43,1972,Chicago Cubs,NL East,85,70,2,,Wrigley Field,1299163,16872,7th of 12,,109,110
44,1971,Chicago Cubs,NL East,83,79,3,,Wrigley Field,1653007,20407,3rd of 12,,112,113
45,1970,Chicago Cubs,NL East,84,78,2,,Wrigley Field,1642705,20534,4th of 12,,110,111
46,1969,Chicago Cubs,NL East,92,70,2,,Wrigley Field,1674993,20427,4th of 12,,112,113
47,1968,Chicago Cubs,NL,84,78,3,,Wrigley Field,1043409,12725,6th of 10,,106,107
48,1967,Chicago Cubs,NL,87,74,3,,Wrigley Field,977226,11634,7th of 10,,105,105
49,1966,Chicago Cubs,NL,59,103,10,,Wrigley Field,635891,7851,10th of 10,,102,101
50,1965,Chicago Cubs,NL,72,90,8,,Wrigley Field,641361,7727,9th of 10,,104,102
51,1964,Chicago Cubs,NL,76,86,8,,Wrigley Field,751647,9280,9th of 10,,105,104
52,1963,Chicago Cubs,NL,82,80,7,,Wrigley Field,979551,12093,5th of 10,,107,106
53,1962,Chicago Cubs,NL,59,103,9,,Wrigley Field,609802,7528,10th of 10,,105,104
54,1961,Chicago Cubs,NL,64,90,7,,Wrigley Field,673057,8629,7th of 8,,103,100
55,1960,Chicago Cubs,NL,60,94,7,,Wrigley Field,809770,10250,7th of 8,,100,98
56,1959,Chicago Cubs,NL,74,80,5,,Wrigley Field,858255,11146,6th of 8,,99,98
57,1958,Chicago Cubs,NL,72,82,5,,Wrigley Field,979904,12726,6th of 8,,100,99
58,1957,Chicago Cubs,NL,62,92,7,,Wrigley Field,670629,8598,7th of 8,,100,99
59,1956,Chicago Cubs,NL,60,94,8,,Wrigley Field,720118,9001,7th of 8,,101,99
60,1955,Chicago Cubs,NL,72,81,6,,Wrigley Field,875800,11374,4th of 8,,102,100
61,1954,Chicago Cubs,NL,64,90,7,,Wrigley Field,748183,9717,5th of 8,,103,101
62,1953,Chicago Cubs,NL,65,89,7,,Wrigley Field,763658,9918,6th of 8,,104,102
63,1952,Chicago Cubs,NL,77,77,5,,Wrigley Field,1024826,13309,2nd of 8,,103,101
64,1951,Chicago Cubs,NL,62,92,8,,Wrigley Field,894415,11616,6th of 8,,104,102
65,1950,Chicago Cubs,NL,64,89,7,,Wrigley Field,1165944,14948,4th of 8,,101,99
66,1949,Chicago Cubs,NL,61,93,8,,Wrigley Field,1143139,14846,5th of 8,,99,96
67,1948,Chicago Cubs,NL,64,90,8,,Wrigley Field,1237792,15869,5th of 8,,98,95
68,1947,Chicago Cubs,NL,69,85,6,,Wrigley Field,1364039,17266,3rd of 8,,97,96
69,1946,Chicago Cubs,NL,82,71,3,,Wrigley Field,1342970,17441,2nd of 8,,97,98
70,1945,Chicago Cubs,NL,98,56,1,Lost WS (4-3),Wrigley Field,1036386,13637,2nd of 8,,96,98
71,1944,Chicago Cubs,NL,75,79,4,,Wrigley Field,640110,8207,2nd of 8,,97,99
72,1943,Chicago Cubs,NL,74,79,5,,Wrigley Field,508247,6777,2nd of 8,,98,98
73,1942,Chicago Cubs,NL,68,86,6,,Wrigley Field,590972,7577,3rd of 8,,96,96
74,1941,Chicago Cubs,NL,70,84,6,,Wrigley Field,545159,7080,5th of 8,,96,96
75,1940,Chicago Cubs,NL,75,79,5,,Wrigley Field,534878,6946,4th of 8,,97,97
76,1939,Chicago Cubs,NL,84,70,4,,Wrigley Field,726663,9083,3rd of 8,,100,102
77,1938,Chicago Cubs,NL,89,63,1,Lost WS (4-0),Wrigley Field,951640,12359,1st of 8,,101,103
78,1937,Chicago Cubs,NL,93,61,2,,Wrigley Field,895020,11475,2nd of 8,,101,104
79,1936,Chicago Cubs,NL,87,67,2,,Wrigley Field,699370,9083,2nd of 8,,99,102
80,1935,Chicago Cubs,NL,100,54,1,Lost WS (4-2),Wrigley Field,692604,8995,2nd of 8,,98,101
81,1934,Chicago Cubs,NL,86,65,3,,Wrigley Field,707525,9189,2nd of 8,,96,98
82,1933,Chicago Cubs,NL,86,68,3,,Wrigley Field,594112,7520,2nd of 8,,99,100
83,1932,Chicago Cubs,NL,90,64,1,Lost WS (4-0),Wrigley Field,974688,12658,1st of 8,,98,100
84,1931,Chicago Cubs,NL,84,70,3,,Wrigley Field,1086422,14109,1st of 8,,100,102
85,1930,Chicago Cubs,NL,90,64,2,,Wrigley Field,1463624,18527,1st of 8,,98,101
86,1929,Chicago Cubs,NL,98,54,1,Lost WS (4-1),Wrigley Field,1485166,19041,1st of 8,,97,100
87,1928,Chicago Cubs,NL,91,63,3,,Wrigley Field,1143740,14854,1st of 8,,97,99
88,1927,Chicago Cubs,NL,85,68,4,,Wrigley Field,1159168,14861,1st of 8,,100,102
89,1926,Chicago Cubs,NL,82,72,4,,Cubs Park,885063,11347,1st of 8,,101,101
90,1925,Chicago Cubs,NL,68,86,8,,Cubs Park,622610,8086,4th of 8,,102,102
91,1924,Chicago Cubs,NL,81,72,5,,Cubs Park,716922,9191,4th of 8,,100,101
92,1923,Chicago Cubs,NL,83,71,4,,Cubs Park,703705,9139,2nd of 8,,100,100
93,1922,Chicago Cubs,NL,80,74,5,,Cubs Park,542283,7135,3rd of 8,,102,101
94,1921,Chicago Cubs,NL,64,89,7,,Cubs Park,410107,5396,4th of 8,,101,100
95,1920,Chicago Cubs,NL,75,79,5,,Cubs Park,480783,6244,4th of 8,,101,101
96,1919,Chicago Cubs,NL,75,65,3,,Weeghman Park,424430,5978,3rd of 8,,98,100
97,1918,Chicago Cubs,NL,84,45,1,Lost WS (4-2),Weeghman Park,337256,4558,1st of 8,,100,102
98,1917,Chicago Cubs,NL,74,80,5,,Weeghman Park,360218,4678,3rd of 8,,106,107
99,1916,Chicago Cubs,NL,67,86,5,,Weeghman Park,453685,5743,3rd of 8,,110,110
100,1915,Chicago Cubs,NL,73,80,4,,West Side Grounds,217058,2819,7th of 8,,101,100
